date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2005-01-15,Artibonite,Gonaives,Gonaives,19.45,-72.683333,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,60.0,0.5263
2005-01-15,Artibonite,Gonaives,Gonaives,19.45,-72.683333,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,94.0,0.8245
2005-01-15,Artibonite,Gonaives,Gonaives,19.45,-72.683333,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,60.0,0.5263
2005-01-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,13.16,0.1154
2005-01-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,36.0,0.3158
2005-01-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,24.2,0.2123
2005-01-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,82.6,0.7245
2005-01-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,7.6,0.0667
2005-01-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,53.4,0.4684
2005-01-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,23.2,0.2035
2005-01-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Rice (imported),Pound,actual,Retail,HTG,16.4,0.1439
2005-01-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,30.4,0.2667
2005-01-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,82.0,0.7193
2005-01-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,14.8,0.1298
2005-01-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,72.0,0.6315
2005-01-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,14.88,0.1305
2005-01-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,49.2,0.4316
2005-01-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,30.0,0.2631
2005-01-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,81.6,0.7157
2005-01-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,13.44,0.1179
2005-01-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,60.0,0.5263
2005-01-15,North-East,Ouanaminthe,Ouanaminthe,19.55,-71.733333,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,21.0,0.1842
2005-01-15,North-East,Ouanaminthe,Ouanaminthe,19.55,-71.733333,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,37.1,0.3254
2005-01-15,North-East,Ouanaminthe,Ouanaminthe,19.55,-71.733333,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,84.0,0.7368
2005-01-15,North-East,Ouanaminthe,Ouanaminthe,19.55,-71.733333,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,63.2,0.5544
2005-01-15,North-West,Port-de-Paix,Port-de-Paix,19.939051,-72.8319,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,55.0,0.4824
2005-01-15,North-West,Port-de-Paix,Port-de-Paix,19.939051,-72.8319,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,78.0,0.6842
2005-01-15,North-West,Port-de-Paix,Port-de-Paix,19.939051,-72.8319,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,60.0,0.5263
2005-01-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,14.4,0.1263
2005-01-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,48.0,0.421
2005-01-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,14.2,0.1246
2005-01-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,81.0,0.7105
2005-01-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,12.4,0.1088
2005-01-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,59.0,0.5175
2005-01-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,12.48,0.1095
2005-01-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,36.0,0.3158
2005-01-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Rice (imported),Pound,actual,Retail,HTG,14.88,0.1305
2005-01-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,36.0,0.3158
2005-01-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,74.4,0.6526
2005-01-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,12.4,0.1088
2005-01-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,60.0,0.5263
2005-01-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,12.0,0.1053
2005-01-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,69.0,0.6052
2005-01-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Rice (imported),Pound,actual,Retail,HTG,14.2,0.1246
2005-01-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,71.0,0.6228
2005-01-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,10.8,0.0947
2005-01-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,45.0,0.3947
2005-02-15,Artibonite,Gonaives,Gonaives,19.45,-72.683333,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,60.0,0.5263
2005-02-15,Artibonite,Gonaives,Gonaives,19.45,-72.683333,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,92.5,0.8114
2005-02-15,Artibonite,Gonaives,Gonaives,19.45,-72.683333,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,60.0,0.5263
2005-02-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,14.7,0.1289
2005-02-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,35.0,0.307
2005-02-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Rice (imported),Pound,actual,Retail,HTG,15.9,0.1395
2005-02-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,23.7,0.2079
2005-02-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,79.5,0.6973
2005-02-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,7.0,0.0614
2005-02-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,52.75,0.4627
2005-02-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,24.0,0.2105
2005-02-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Rice (imported),Pound,actual,Retail,HTG,15.5,0.136
2005-02-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,77.5,0.6798
2005-02-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,15.0,0.1316
2005-02-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,55.0,0.4824
2005-02-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,14.4,0.1263
2005-02-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,47.5,0.4166
2005-02-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,30.0,0.2631
2005-02-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,72.0,0.6315
2005-02-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,12.9,0.1132
2005-02-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,60.0,0.5263
2005-02-15,North-East,Ouanaminthe,Ouanaminthe,19.55,-71.733333,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,21.88,0.1919
2005-02-15,North-East,Ouanaminthe,Ouanaminthe,19.55,-71.733333,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,44.62,0.3914
2005-02-15,North-East,Ouanaminthe,Ouanaminthe,19.55,-71.733333,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,84.0,0.7368
2005-02-15,North-East,Ouanaminthe,Ouanaminthe,19.55,-71.733333,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,71.75,0.6293
2005-02-15,North-West,Port-de-Paix,Port-de-Paix,19.939051,-72.8319,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,50.0,0.4386
2005-02-15,North-West,Port-de-Paix,Port-de-Paix,19.939051,-72.8319,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,75.0,0.6579
2005-02-15,North-West,Port-de-Paix,Port-de-Paix,19.939051,-72.8319,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,60.0,0.5263
2005-02-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,14.0,0.1228
2005-02-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,42.5,0.3728
2005-02-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,13.0,0.114
2005-02-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,73.75,0.6469
2005-02-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,12.0,0.1053
2005-02-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,14.4,0.1263
2005-02-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,37.0,0.3245
2005-02-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Rice (imported),Pound,actual,Retail,HTG,15.3,0.1342
2005-02-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,36.0,0.3158
2005-02-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,76.5,0.671
2005-02-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,14.4,0.1263
2005-02-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,60.0,0.5263
2005-02-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,11.5,0.1009
2005-02-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,70.0,0.614
2005-02-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Rice (imported),Pound,actual,Retail,HTG,14.0,0.1228
2005-02-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,70.0,0.614
2005-02-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,10.0,0.0877
2005-02-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,45.0,0.3947
2005-03-15,Artibonite,Gonaives,Gonaives,19.45,-72.683333,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,60.0,0.5263
2005-03-15,Artibonite,Gonaives,Gonaives,19.45,-72.683333,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,87.5,0.7675
2005-03-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,37.5,0.3289
2005-03-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Rice (imported),Pound,actual,Retail,HTG,16.1,0.1412
2005-03-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,23.7,0.2079
2005-03-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,80.5,0.7061
2005-03-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,7.75,0.068
2005-03-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,55.75,0.489
2005-03-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,24.25,0.2127
2005-03-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Rice (imported),Pound,actual,Retail,HTG,15.5,0.136
2005-03-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,77.5,0.6798
2005-03-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,15.0,0.1316
2005-03-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,63.75,0.5592
2005-03-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,14.4,0.1263
2005-03-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,56.0,0.4912
2005-03-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,30.0,0.2631
2005-03-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,81.0,0.7105
2005-03-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,13.8,0.121
2005-03-15,North-East,Ouanaminthe,Ouanaminthe,19.55,-71.733333,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,19.95,0.175
2005-03-15,North-East,Ouanaminthe,Ouanaminthe,19.55,-71.733333,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,47.12,0.4134
2005-03-15,North-East,Ouanaminthe,Ouanaminthe,19.55,-71.733333,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,87.5,0.7675
2005-03-15,North-West,Port-de-Paix,Port-de-Paix,19.939051,-72.8319,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,50.0,0.4386
2005-03-15,North-West,Port-de-Paix,Port-de-Paix,19.939051,-72.8319,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,78.75,0.6907
2005-03-15,North-West,Port-de-Paix,Port-de-Paix,19.939051,-72.8319,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,65.0,0.5701
2005-03-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,15.0,0.1316
2005-03-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,50.0,0.4386
2005-03-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,18.8,0.1649
2005-03-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,71.25,0.625
2005-03-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,11.2,0.0982
2005-03-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,52.5,0.4605
2005-03-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,16.2,0.1421
2005-03-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,46.0,0.4035
2005-03-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Rice (imported),Pound,actual,Retail,HTG,15.0,0.1316
2005-03-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,38.4,0.3368
2005-03-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,75.0,0.6579
2005-03-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,13.2,0.1158
2005-03-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,58.5,0.5131
2005-03-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,12.0,0.1053
2005-03-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,70.0,0.614
2005-03-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Rice (imported),Pound,actual,Retail,HTG,14.25,0.125
2005-03-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,71.25,0.625
2005-03-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,10.0,0.0877
2005-03-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,45.0,0.3947
2005-04-15,Artibonite,Gonaives,Gonaives,19.45,-72.683333,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,56.25,0.4934
2005-04-15,Artibonite,Gonaives,Gonaives,19.45,-72.683333,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,90.0,0.7894
2005-04-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,46.25,0.4057
2005-04-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Rice (imported),Pound,actual,Retail,HTG,16.1,0.1412
2005-04-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,23.7,0.2079
2005-04-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,80.5,0.7061
2005-04-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,8.45,0.0741
2005-04-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,57.0,0.5
2005-04-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,24.25,0.2127
2005-04-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Rice (imported),Pound,actual,Retail,HTG,15.0,0.1316
2005-04-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,31.0,0.2719
2005-04-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,75.0,0.6579
2005-04-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,14.6,0.1281
2005-04-15,Grande'Anse,Jeremie,Jeremie,18.616667,-74.083333,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,71.25,0.625
2005-04-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,14.3,0.1254
2005-04-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,54.5,0.478
2005-04-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,30.0,0.2631
2005-04-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,85.5,0.75
2005-04-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,13.2,0.1158
2005-04-15,North,Cap-Haitien,Cap-Haitien,19.757778,-72.204167,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,60.0,0.5263
2005-04-15,North-East,Ouanaminthe,Ouanaminthe,19.55,-71.733333,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,21.0,0.1842
2005-04-15,North-East,Ouanaminthe,Ouanaminthe,19.55,-71.733333,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,37.5,0.3289
2005-04-15,North-East,Ouanaminthe,Ouanaminthe,19.55,-71.733333,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,86.62,0.7598
2005-04-15,North-East,Ouanaminthe,Ouanaminthe,19.55,-71.733333,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,66.5,0.5833
2005-04-15,North-West,Port-de-Paix,Port-de-Paix,19.939051,-72.8319,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,51.25,0.4495
2005-04-15,North-West,Port-de-Paix,Port-de-Paix,19.939051,-72.8319,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,75.0,0.6579
2005-04-15,North-West,Port-de-Paix,Port-de-Paix,19.939051,-72.8319,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,60.0,0.5263
2005-04-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,13.5,0.1184
2005-04-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Rice (local),Pound,actual,Retail,HTG,32.5,0.2851
2005-04-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,75.0,0.6579
2005-04-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,12.2,0.107
2005-04-15,South,Les Cayes,Cayes,18.2,-73.75,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,48.75,0.4276
2005-04-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,14.4,0.1263
2005-04-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,48.0,0.421
2005-04-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Rice (imported),Pound,actual,Retail,HTG,14.4,0.1263
2005-04-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,72.0,0.6315
2005-04-15,South-East,Jacmel,Jacmel,18.234167,-72.534722,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,13.2,0.1158
2005-04-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,12.0,0.1053
2005-04-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,70.0,0.614
2005-04-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Rice (imported),Pound,actual,Retail,HTG,14.5,0.1272
2005-04-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,72.5,0.6359
2005-04-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Sorghum,Pound,actual,Retail,HTG,10.0,0.0877
2005-04-15,West,Port-au-Prince,Port-au-Prince,18.539167,-72.335,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,45.0,0.3947
2005-05-15,Artibonite,Gonaives,Gonaives,19.45,-72.683333,cereals and tubers,Maize meal (local),Marmite,actual,Retail,HTG,60.0,0.5263
2005-05-15,Artibonite,Gonaives,Gonaives,19.45,-72.683333,cereals and tubers,Rice (tchako),Marmite,actual,Retail,HTG,89.0,0.7807
2005-05-15,Artibonite,Gonaives,Gonaives,19.45,-72.683333,cereals and tubers,Wheat flour (imported),Marmite,actual,Retail,HTG,60.0,0.5263
2005-05-15,Centre,Hinche,Hinche,19.15,-72.016667,cereals and tubers,Maize meal (imported),Pound,actual,Retail,HTG,16.36,0.1435
